WS,ID,Visual Score,Biological Score,Conductivity (uS/cm),Turbidity (NTU),Phosphate (mg/l),Nitrate (mg/l),pH,Temperature (°C),E.coli (cfu),E.coli Method,date
MIDO,706,,,45.0,18.0,,0.4,7.0,,,,2015-04-11
MIDO,707,,,60.2,20.0,,1.0,7.0,,,,2015-04-11
MIDO,708,,,113.0,5.2,,4.7,5.8,,,,2015-04-11
MIDO,709,,,68.0,7.9,,0.2,6.5,,,,2015-04-11
MIDO,712,,,79.0,7.0,,0.5,6.8,,,,2015-04-11
MIDO,718,,,65.0,11.0,,0.4,6.9,,,,2015-04-11
MIDO,719,,,74.0,13.0,,1.3,6.9,,230.0,,2015-04-11
MIDO,801,,,69.0,9.1,,0.3,7.3,,,,2015-04-11
MIDO,802,,13.0,89.0,,,,7.3,,210.0,,2015-04-11
MIDO,804,,,76.0,8.8,,0.1,7.0,,355.0,,2015-04-11
MIDO,805,,,64.0,5.0,,0.3,6.9,,335.0,,2015-04-11
MIDO,806,,,53.0,8.4,,,7.0,,,,2015-04-11
MIDO,807,,,81.0,6.7,,0.3,7.0,,,,2015-04-11
MIDO,810,,,,7.1,,,,,,,2015-04-11
MIDO,812,,,63.8,7.5,,0.3,6.5,,1950.0,,2015-04-11
MIDO,813,,,89.0,12.0,,0.5,7.2,,,,2015-04-11
MIDO,814,,,58.0,4.0,,1.1,6.5,,,,2015-04-11
MIDO,816,,,70.0,,,,6.4,,,,2015-04-11
MIDO,817,,,61.4,,,0.4,6.2,,,,2015-04-11
MIDO,818,,,79.0,8.0,,0.7,6.3,,1450.0,,2015-04-11
MIDO,820,,,26.7,,,,7.1,,,,2015-04-11
MIDO,821,,,73.0,4.3,,1.0,7.0,,,,2015-04-11
MIDO,825,,,62.5,18.0,,0.7,6.7,,940.0,,2015-04-11
MIDO,826,,,81.0,5.4,,1.1,6.5,,855.0,,2015-04-11
MIDO,828,,,81.9,5.0,,0.4,6.0,,,,2015-04-11
MIDO,831,,,87.0,7.3,,0.5,7.0,,,,2015-04-11
NORO,102,,,85.0,16.0,,0.6,7.1,,,,2015-04-11
NORO,108,,,65.0,10.0,,0.6,6.7,,,,2015-04-11
NORO,109,,,45.0,7.1,,0.1,7.0,,,,2015-04-11
NORO,110,,,73.0,17.0,,0.7,7.1,,,,2015-04-11
NORO,111,,,61.0,14.0,,0.4,7.0,,,,2015-04-11
NORO,114,,,84.0,21.0,,0.4,6.4,,,,2015-04-11
NORO,115,,,47.0,6.4,,0.1,7.0,,,,2015-04-11
NORO,201,,,61.0,11.0,,0.7,6.9,,,,2015-04-11
NORO,301,,,65.0,13.0,,0.6,7.1,,,,2015-04-11
NORO,401,,,94.2,55.0,,0.2,6.6,,55.0,,2015-04-11
NORO,402,,,47.0,7.9,,0.3,6.7,,,,2015-04-11
NORO,403,,,39.0,6.0,,0.1,6.5,,,,2015-04-11
NORO,405,,,48.0,14.0,,0.3,7.0,,,,2015-04-11
NORO,407,,,42.0,12.0,,0.5,6.7,,,,2015-04-11
NORO,501,,,89.0,45.0,,0.0,6.5,,,,2015-04-11
NORO,502,,,192.0,5.7,,1.1,6.8,,,,2015-04-11
NORO,503,,14.0,74.0,15.0,,1.0,7.1,,2150.0,,2015-04-11
NORO,504,,,,,,,,,,,2015-04-11
NORO,505,,,69.4,30.0,,1.0,6.4,,,,2015-04-11
NORO,506,,,48.0,11.0,,,5.3,,280.0,,2015-04-11
NORO,510,,,73.8,16.0,,1.0,7.0,,,,2015-04-11
NORO,511,,,76.0,27.0,,0.0,6.7,,,,2015-04-11
NORO,512,,,135.0,13.0,,1.1,6.3,,,,2015-04-11
NORO,513,,,,,,0.9,,,,,2015-04-11
NORO,514,,,71.0,14.0,,0.5,6.9,,,,2015-04-11
NORO,515,,,72.7,9.9,,0.0,6.5,,,,2015-04-11
NORO,517,,,81.0,14.0,,0.6,7.0,,,,2015-04-11
NORO,518,,,288.0,15.0,,1.3,6.7,,,,2015-04-11
NORO,519,,,47.0,9.9,,0.7,6.8,,,,2015-04-11
NORO,529,,,111.0,11.0,,0.5,6.9,,,,2015-04-11
NORO,601,,5.0,,,,0.3,,,,,2015-04-11
NORO,603,,,541.0,4.5,,1.1,6.8,,,,2015-04-11
NORO,604,,,630.0,7.2,,3.3,6.4,,,,2015-04-11
NORO,605,,,91.0,13.0,,1.3,7.2,,,,2015-04-11
NORO,607,,,136.0,5.4,,4.3,6.8,,,,2015-04-11
NORO,609,,,24.0,5.1,,0.0,7.0,,,,2015-04-11
NORO,610,,,75.0,16.0,,0.6,6.4,,,,2015-04-11
NORO,611,,,102.0,17.0,,,6.8,,,,2015-04-11
NORO,615,,,89.0,13.0,,0.3,7.3,,,,2015-04-11
NORO,618,,,91.0,5.3,,0.6,6.9,,,,2015-04-11
BICO,101,33.0,,,,,,,,,,2015-07-12
MIDO,301,48.0,25.0,44.0,5.1,,0.7,6.8,,215.0,,2015-07-12
MIDO,504,42.0,,53.0,6.9,,0.7,6.5,,,,2015-07-12
MIDO,604,39.0,,61.0,7.9,,0.8,6.3,,,,2015-07-12
MIDO,605,46.0,,49.0,8.2,,0.9,6.8,,,,2015-07-12
MIDO,606,36.0,,49.0,12.0,,0.8,6.8,,,,2015-07-12
MIDO,608,35.0,,55.0,12.0,,0.8,6.8,,,,2015-07-12
MIDO,609,49.0,,53.0,5.6,,0.7,6.4,,670.0,,2015-07-12
MIDO,610,42.0,,,14.0,,0.8,,,,,2015-07-12
MIDO,611,44.0,,58.0,15.0,,0.7,6.8,,,,2015-07-12
MIDO,612,39.0,,58.0,10.0,,0.7,6.6,,,,2015-07-12
MIDO,613,46.0,,57.0,19.0,,0.9,6.9,,,,2015-07-12
MIDO,614,,,59.0,7.2,,0.8,6.5,,,,2015-07-12
MIDO,616,37.0,,75.0,16.0,,1.0,6.8,,,,2015-07-12
MIDO,617,40.0,,58.0,40.0,,0.9,6.4,,,,2015-07-12
MIDO,702,,,58.0,6.9,,0.9,6.5,,,,2015-07-12
MIDO,706,46.0,,43.0,26.0,,0.9,6.8,,35.0,,2015-07-12
MIDO,707,44.0,,94.0,6.4,,1.4,6.7,,235.0,,2015-07-12
MIDO,709,41.0,,62.0,11.0,,2.5,6.3,,,,2015-07-12
MIDO,712,,,,,,,,,,,2015-07-12
MIDO,719,35.0,,89.0,10.0,,0.4,6.6,,140.0,,2015-07-12
MIDO,726,,,,,,,,,,,2015-07-12
MIDO,801,,,90.0,14.0,,1.1,7.4,,,,2015-07-12
MIDO,802,43.0,14.0,76.0,5.9,,1.2,6.8,,180.0,,2015-07-12
MIDO,804,,,64.0,2.3,,0.0,6.8,,,,2015-07-12
MIDO,805,,,64.0,11.0,,0.8,6.4,,,,2015-07-12
MIDO,811,,,,,,,,,,,2015-07-12
MIDO,812,38.0,,,,,,,,,,2015-07-12
MIDO,818,38.0,,,,,,,,,,2015-07-12
MIDO,825,29.0,,,,,,,,495.0,,2015-07-12
MIDO,826,42.0,,60.0,2.7,,1.3,6.7,,1195.0,,2015-07-12
MIDO,828,49.0,,69.0,4.6,,0.8,6.4,,,,2015-07-12
NORO,503,38.0,6.0,63.0,8.9,,0.8,6.9,,4700.0,,2015-07-12
NORO,510,38.0,,73.0,21.0,,1.7,6.7,,230.0,,2015-07-12
NORO,515,40.0,,,,,,,,,,2015-07-12
NORO,605,38.0,,,,,,,,,,2015-07-12
NORO,609,55.0,,118.0,9.9,,1.5,7.1,,,,2015-07-12
NORO,615,,,,,,,,,,,2015-07-12
BICO,101,47.0,,40.7,4.4,,,6.7,,,,2015-11-15
BICO,201,52.0,22.0,37.0,11.8,,1.3,,,,,2015-11-15
MIDO,101,26.0,,65.7,4.83,,0.7,8.9,,,,2015-11-15
MIDO,103,40.0,,69.8,19.1,,1.5,7.2,,,,2015-11-15
MIDO,301,27.0,21.0,66.8,5.1,,0.7,8.9,,95.0,,2015-11-15
MIDO,305,43.0,,43.7,10.6,,1.0,7.6,,,,2015-11-15
MIDO,504,36.0,,57.3,28.7,,1.4,9.1,,,,2015-11-15
MIDO,505,34.0,,,,,1.4,8.6,,,,2015-11-15
MIDO,507,35.0,,48.6,13.5,,1.1,8.8,,,,2015-11-15
MIDO,508,37.0,,64.0,8.1,,1.4,8.7,,,,2015-11-15
MIDO,509,39.0,,43.6,8.59,,0.8,7.3,,,,2015-11-15
MIDO,510,43.0,,,1.1,,,7.0,,205.0,,2015-11-15
MIDO,511,23.0,,86.9,2.84,,0.7,7.6,,,,2015-11-15
MIDO,515,39.0,,39.0,5.44,,,7.0,,,,2015-11-15
MIDO,601,40.0,15.0,91.0,10.82,,0.7,8.3,,165.0,,2015-11-15
MIDO,604,41.0,,50.0,10.78,,,7.5,,,,2015-11-15
MIDO,605,28.0,,28.8,9.77,,0.8,7.4,,,,2015-11-15
MIDO,606,47.0,,46.6,10.03,,,7.5,,,,2015-11-15
MIDO,608,35.0,,,,,,,,,,2015-11-15
MIDO,609,32.0,,46.8,5.49,,0.7,7.2,,200.0,,2015-11-15
MIDO,610,46.0,,,,,,,,,,2015-11-15
MIDO,611,26.0,,50.3,13.0,,0.9,7.6,,,,2015-11-15
MIDO,612,41.0,,50.9,8.68,,0.8,7.6,,,,2015-11-15
MIDO,613,30.0,,48.0,13.8,,0.7,7.1,,,,2015-11-15
MIDO,616,43.0,,,,,,,,,,2015-11-15
MIDO,617,37.0,,37.5,20.7,,0.9,7.7,,,,2015-11-15
MIDO,704,51.0,,86.0,8.91,,2.0,8.6,,,,2015-11-15
MIDO,706,35.0,,,,,,,,,,2015-11-15
MIDO,707,50.0,,42.3,6.89,,1.6,7.3,,215.0,,2015-11-15
MIDO,708,51.0,,165.0,10.01,,3.1,8.5,,,,2015-11-15
MIDO,709,30.0,,,,,,,,,,2015-11-15
MIDO,712,31.0,,59.2,5.92,,,6.79,,,,2015-11-15
MIDO,719,44.0,,51.6,26.1,,1.4,7.5,,144.0,,2015-11-15
MIDO,801,31.0,,,,,,,,,,2015-11-15
MIDO,802,36.0,,85.3,7.77,,0.9,8.9,,120.0,,2015-11-15
MIDO,803,,,36.7,1.4,,1.1,6.8,,,,2015-11-15
MIDO,804,22.0,,33.2,3.33,,0.7,6.9,,,,2015-11-15
MIDO,805,29.0,,45.7,9.51,,,7.1,,,,2015-11-15
MIDO,807,35.0,,62.4,5.8,,0.9,7.5,,,,2015-11-15
MIDO,811,22.0,,50.6,4.5,,1.4,7.4,,,,2015-11-15
MIDO,812,28.0,,33.5,2.38,,1.6,6.9,,,,2015-11-15
MIDO,813,42.0,,69.7,2.97,,1.4,7.4,,,,2015-11-15
MIDO,814,,,,,,1.3,,,,,2015-11-15
MIDO,818,28.0,,66.6,7.48,,0.9,7.4,,,,2015-11-15
MIDO,821,37.0,,73.3,2.46,,1.5,7.0,,,,2015-11-15
MIDO,825,40.0,,58.9,6.22,,0.8,7.1,,255.0,,2015-11-15
MIDO,826,37.0,5.0,67.1,3.24,,0.8,6.7,,110.0,,2015-11-15
MIDO,828,39.0,,,,,,8.9,,,,2015-11-15
MIDO,831,40.0,,50.5,2.83,,,8.1,,,,2015-11-15
NORO,401,,25.0,70.0,,,,6.5,,,,2015-11-15
NORO,502,44.0,,207.9,4.92,,1.7,8.0,,275.0,,2015-11-15
NORO,503,36.0,13.0,51.9,14.1,,0.9,7.9,,5300.0,,2015-11-15
NORO,510,30.0,,74.0,19.5,,1.6,8.0,,110.0,,2015-11-15
NORO,517,50.0,,285.0,3.59,,2.0,6.8,,,,2015-11-15
NORO,518,25.0,,280.0,10.16,,1.4,7.8,,,,2015-11-15
NORO,601,38.0,4.0,230.0,11.0,,3.6,5.68,,,,2015-11-15
NORO,603,30.0,,409.0,6.63,,3.7,6.2,,,,2015-11-15
NORO,604,36.0,,233.0,10.86,,2.9,6.5,,,,2015-11-15
NORO,605,,,31.9,22.9,,1.3,7.43,,,,2015-11-15
NORO,609,,,47.8,22.9,,1.3,7.43,,,,2015-11-15
NORO,611,36.0,,42.2,8.94,,1.0,6.7,,,,2015-11-15
NORO,627,28.0,,106.0,3.48,,1.6,6.4,,,,2015-11-15
BICO,101,,,63.3,37.9,,,6.64,10.4,,,2016-02-07
MIDO,604,31.0,,55.3,12.4,,1.0,6.59,7.5,,,2016-02-07
MIDO,605,47.0,,49.8,11.8,,,6.79,8.1,,,2016-02-07
MIDO,606,,,49.1,11.5,,0.8,6.78,8.1,,,2016-02-07
MIDO,608,49.0,,51.4,13.1,,1.3,6.79,8.5,,,2016-02-07
MIDO,609,40.0,,52.2,6.21,,,6.78,8.6,,,2016-02-07
MIDO,610,,,,,,1.0,,,,,2016-02-07
MIDO,611,42.0,,52.4,12.8,,,6.8,7.3,,,2016-02-07
MIDO,612,37.0,,53.0,13.1,,,6.61,7.7,,,2016-02-07
MIDO,613,42.0,,54.9,12.2,,1.3,6.77,7.4,,,2016-02-07
MIDO,614,25.0,,50.6,21.9,,,6.63,,445.0,,2016-02-07
MIDO,617,42.0,,45.0,22.7,,1.7,6.8,8.0,,,2016-02-07
MIDO,702,33.0,,50.6,22.5,,1.4,6.66,7.9,335.0,,2016-02-07
MIDO,704,45.0,,105.9,12.7,,2.9,6.48,13.9,20.0,,2016-02-07
MIDO,706,,,40.9,16.7,,1.0,7.42,7.2,,,2016-02-07
MIDO,707,,,67.5,11.0,,,6.6,12.0,,,2016-02-07
MIDO,708,48.0,,134.5,9.56,,5.5,6.43,12.5,370.0,,2016-02-07
MIDO,709,28.0,,60.0,12.5,,1.6,7.96,11.1,175.0,,2016-02-07
MIDO,712,32.0,,73.6,6.08,,0.9,7.56,9.7,,,2016-02-07
MIDO,719,,,65.9,30.1,,,6.6,7.6,,,2016-02-07
MIDO,801,39.0,,65.7,35.0,,1.8,6.68,8.5,620.0,,2016-02-07
MIDO,802,38.0,,76.9,6.18,,1.2,6.59,7.1,90.0,,2016-02-07
MIDO,811,,,62.3,6.23,,2.3,6.69,,,,2016-02-07
MIDO,825,,,65.7,5.92,,1.1,6.81,,805.0,,2016-02-07
MIDO,826,,5.0,81.6,4.34,,2.0,6.52,10.2,305.0,,2016-02-07
MIDO,831,,,,,,,,,,,2016-02-07
NORO,108,28.0,,57.5,6.23,,2.0,6.86,9.3,,,2016-02-07
NORO,114,38.0,,66.0,24.2,,,6.8,6.9,,,2016-02-07
NORO,401,41.0,,49.2,77.0,,,8.46,,1850.0,,2016-02-07
NORO,502,46.0,,163.1,3.05,,2.3,6.27,10.2,395.0,,2016-02-07
NORO,503,36.0,3.0,56.8,13.7,,1.3,6.9,8.2,6550.0,,2016-02-07
NORO,510,33.0,,58.9,38.7,,,7.02,7.4,1250.0,,2016-02-07
NORO,517,42.0,,236.0,2.44,,2.8,6.2,9.8,,,2016-02-07
NORO,518,32.0,,320.0,4.77,,3.1,6.11,10.9,,,2016-02-07
NORO,520,33.0,,122.3,6.88,,,6.57,10.2,,,2016-02-07
NORO,527,33.0,,117.4,6.57,,0.7,6.88,10.3,,,2016-02-07
NORO,603,34.0,,427.0,12.3,,,6.4,8.8,,,2016-02-07
NORO,604,39.0,,487.0,15.6,,,6.39,9.0,,,2016-02-07
NORO,605,49.0,,74.2,,,,6.78,8.0,,,2016-02-07
NORO,609,38.0,,66.4,38.8,,,6.83,7.9,,,2016-02-07
NORO,611,44.0,,82.5,40.2,,,6.75,8.2,,,2016-02-07
NORO,615,30.0,,173.0,2.32,,,6.63,11.9,,,2016-02-07
NORO,627,34.0,,232.0,4.24,,,6.51,12.4,,,2016-02-07
BICO,101,,,66.5,15.1,,1.3,6.78,17.2,,,2016-04-02
BICO,201,38.0,16.0,41.9,13.2,,1.4,6.68,15.6,,,2016-04-02
BICO,301,,,56.6,5.01,,1.1,6.78,,,,2016-04-02
MIDO,101,46.0,,35.4,3.82,,0.5,6.96,,,,2016-04-02
MIDO,301,48.0,18.0,36.4,8.52,,0.6,6.78,,,,2016-04-02
MIDO,305,46.0,,39.1,6.99,,,6.95,17.0,,,2016-04-02
MIDO,502,38.0,,42.8,19.0,,1.7,6.7,17.2,,,2016-04-02
MIDO,503,42.0,,45.6,16.2,,,6.97,17.4,,,2016-04-02
MIDO,504,46.0,,41.0,20.4,,1.2,6.58,17.5,,,2016-04-02
MIDO,505,56.0,,90.4,2.03,,,6.51,16.3,,,2016-04-02
MIDO,507,56.0,,64.7,16.4,,1.3,6.63,15.2,,,2016-04-02
MIDO,508,52.0,,90.7,1.9,,1.6,6.37,16.7,,,2016-04-02
MIDO,509,32.0,,44.3,9.69,,,6.72,16.0,,,2016-04-02
MIDO,511,22.0,,36.3,14.1,,,6.82,16.8,,,2016-04-02
MIDO,512,42.0,,42.0,17.9,,,6.96,17.6,,,2016-04-02
MIDO,515,17.0,,38.5,12.2,,,6.79,16.5,,,2016-04-02
MIDO,601,25.0,9.0,43.0,32.0,,1.1,6.47,16.6,,,2016-04-02
MIDO,604,30.0,,81.6,1.58,,0.7,6.5,16.3,,,2016-04-02
MIDO,605,43.0,,36.7,32.1,,,6.95,16.5,,,2016-04-02
MIDO,606,35.0,,34.1,37.3,,,6.95,16.3,,,2016-04-02
MIDO,609,30.0,,45.5,14.6,,,6.86,15.6,,,2016-04-02
MIDO,610,43.0,,40.7,35.4,,,6.47,16.6,1400.0,,2016-04-02
MIDO,611,40.0,,39.6,23.6,,,7.01,16.8,,,2016-04-02
MIDO,612,34.0,,43.4,26.4,,,6.92,17.7,,,2016-04-02
MIDO,613,37.0,,43.6,1.94,,,6.79,15.8,,,2016-04-02
MIDO,614,34.0,,42.1,24.1,,,6.41,17.6,,,2016-04-02
MIDO,616,33.0,,51.1,12.6,,,6.66,15.5,355.0,,2016-04-02
MIDO,617,40.0,,36.8,20.7,,,6.94,16.7,,,2016-04-02
MIDO,702,32.0,,43.0,26.2,,1.3,6.6,17.3,,,2016-04-02
MIDO,704,,12.0,92.4,6.16,,4.3,6.5,,80.0,,2016-04-02
MIDO,706,34.0,,36.1,11.2,,,6.75,16.3,,,2016-04-02
MIDO,707,,,48.0,8.2,,,6.75,16.3,,,2016-04-02
MIDO,708,40.0,,93.4,1.96,,4.2,6.71,16.4,,,2016-04-02
MIDO,709,39.0,,52.9,8.87,,,6.38,15.2,145.0,,2016-04-02
MIDO,712,41.0,,62.0,6.31,,1.1,6.78,15.5,,,2016-04-02
MIDO,718,33.0,,49.9,5.02,,1.4,6.89,20.0,,,2016-04-02
MIDO,719,,,63.0,16.8,,1.7,6.78,17.2,,,2016-04-02
MIDO,801,,,57.8,12.6,,1.0,6.44,,1135.0,,2016-04-02
MIDO,802,40.0,8.0,,,,,,16.5,,,2016-04-02
MIDO,804,42.0,,55.6,8.52,,0.8,6.46,16.4,,,2016-04-02
MIDO,805,32.0,,52.1,15.0,,0.6,6.41,17.0,,,2016-04-02
MIDO,806,46.0,,40.4,15.1,,,6.66,16.0,,,2016-04-02
MIDO,807,,,59.9,6.19,,1.3,6.46,,,,2016-04-02
MIDO,811,39.0,,51.4,12.7,,1.2,6.78,15.5,,,2016-04-02
MIDO,813,,,60.0,14.8,,1.1,6.52,16.7,,,2016-04-02
MIDO,814,47.0,,47.3,4.72,,1.7,6.47,15.6,,,2016-04-02
MIDO,816,,,48.5,7.6,,0.9,6.63,,410.0,,2016-04-02
MIDO,817,42.0,,44.1,9.04,,0.6,6.62,16.7,,,2016-04-02
MIDO,818,47.0,,52.0,6.71,,0.9,6.85,16.7,,,2016-04-02
MIDO,820,49.0,,39.1,4.63,,0.9,6.71,15.5,,,2016-04-02
MIDO,821,,,,,,,,16.1,,,2016-04-02
MIDO,825,41.0,,66.0,8.94,,1.1,6.66,16.4,,,2016-04-02
MIDO,826,38.0,,60.4,10.08,,1.2,6.8,16.8,995.0,,2016-04-02
MIDO,828,41.0,,61.1,5.21,,,6.46,17.2,,,2016-04-02
MIDO,831,31.0,,75.2,7.25,,1.1,6.46,17.0,915.0,,2016-04-02
NORO,108,44.0,,23.8,9.35,,0.8,6.85,15.5,,,2016-04-02
NORO,109,32.0,,32.7,3.1,,,7.03,15.3,,,2016-04-02
NORO,110,36.0,,64.9,13.7,,0.6,6.66,16.8,,,2016-04-02
NORO,111,31.0,,46.6,9.43,,,6.84,16.9,,,2016-04-02
NORO,114,45.0,,63.6,11.7,,,6.82,17.0,,,2016-04-02
NORO,115,44.0,,35.4,3.1,,0.7,6.99,16.1,,,2016-04-02
NORO,117,39.0,,36.3,4.48,,,6.88,15.5,,,2016-04-02
NORO,201,43.0,,48.2,8.77,,,6.95,16.5,,,2016-04-02
NORO,301,36.0,,53.1,9.27,,0.9,6.9,17.3,,,2016-04-02
NORO,401,50.0,,45.8,7.62,,0.7,6.72,17.9,235.0,,2016-04-02
NORO,402,49.0,,34.1,3.76,,0.5,6.77,16.5,,,2016-04-02
NORO,403,42.0,,28.7,5.07,,0.6,6.92,15.5,,,2016-04-02
NORO,405,47.0,,36.9,12.3,,0.9,6.72,15.9,,,2016-04-02
NORO,407,35.0,,31.7,8.93,,0.8,6.72,16.7,,,2016-04-02
NORO,502,38.0,,134.4,5.02,,2.1,6.48,18.1,,,2016-04-02
NORO,503,,8.0,47.1,26.7,,1.1,6.47,17.1,9200.0,,2016-04-02
NORO,504,35.0,,93.0,3.24,,2.8,6.77,16.7,,,2016-04-02
NORO,505,52.0,,45.9,20.6,,1.3,6.66,,,,2016-04-02
NORO,506,44.0,,71.3,7.8,,1.5,6.48,17.6,,,2016-04-02
NORO,510,36.0,,60.0,12.2,,1.2,6.47,17.7,3100.0,,2016-04-02
NORO,512,55.0,,46.1,20.0,,1.2,6.76,,,,2016-04-02
NORO,515,40.0,,45.3,25.6,,0.8,6.49,16.9,,,2016-04-02
NORO,517,36.0,,130.2,4.77,,,6.5,17.4,,,2016-04-02
NORO,518,38.0,,135.0,9.84,,1.6,6.53,17.5,,,2016-04-02
NORO,519,49.0,,31.6,14.5,,0.8,6.84,,,,2016-04-02
NORO,520,36.0,,73.3,13.5,,1.3,6.7,18.2,,,2016-04-02
NORO,527,39.0,,76.6,10.97,,1.0,6.57,15.2,,,2016-04-02
NORO,601,28.0,6.0,403.9,10.54,,2.7,6.15,17.1,601.0,,2016-04-02
NORO,603,36.0,,345.3,5.67,,2.5,6.44,16.9,,,2016-04-02
NORO,604,45.0,,372.0,31.9,,,6.3,17.1,,,2016-04-02
NORO,605,,,48.4,3.75,,1.2,6.66,16.5,,,2016-04-02
NORO,607,32.0,,126.4,2.53,,1.4,6.6,17.6,,,2016-04-02
NORO,609,,,62.4,19.4,,1.6,6.59,18.0,,,2016-04-02
NORO,610,51.0,,53.1,16.8,,,6.85,17.5,,,2016-04-02
NORO,611,40.0,,39.7,20.5,,,6.8,17.6,,,2016-04-02
NORO,615,,,132.0,11.3,,1.6,6.34,17.8,,,2016-04-02
NORO,618,46.0,,123.5,10.3,,,6.65,18.1,,,2016-04-02
NORO,627,36.0,,150.6,24.2,,,6.66,17.8,,,2016-04-02
BICO,101,43.0,,105.0,20.8,0.56,,6.6,,0.0,,2016-08-07
MIDO,101,30.0,,45.6,3.22,,,7.54,21.7,,,2016-08-07
MIDO,103,36.0,,104.9,24.9,0.52,,7.32,27.2,,,2016-08-07
MIDO,305,41.0,,67.7,7.53,,,7.53,21.8,,,2016-08-07
MIDO,605,49.0,,56.0,4.68,,,7.57,22.7,,,2016-08-07
MIDO,606,41.0,,51.9,3.87,,,7.46,23.4,,,2016-08-07
MIDO,608,41.0,,59.7,4.81,,,7.52,26.0,,,2016-08-07
MIDO,609,51.0,,62.7,2.72,,,7.2,23.2,,,2016-08-07
MIDO,610,46.0,,64.5,6.23,,,7.3,25.5,,,2016-08-07
MIDO,611,47.0,,64.9,8.89,,,7.46,24.7,,,2016-08-07
MIDO,612,50.0,,60.5,4.03,,,7.57,25.6,,,2016-08-07
MIDO,613,43.0,,65.7,23.0,,,7.45,25.1,,,2016-08-07
MIDO,616,42.0,,74.5,5.57,,,7.71,23.1,,,2016-08-07
MIDO,617,42.0,,74.9,24.7,,,7.37,21.6,,,2016-08-07
MIDO,706,32.0,,47.5,11.8,,,8.13,,,,2016-08-07
MIDO,707,41.0,,104.0,5.81,,,6.7,,0.0,,2016-08-07
MIDO,709,35.0,,76.6,3.18,,,6.8,,,,2016-08-07
MIDO,712,38.0,,77.8,3.73,,,6.83,,,,2016-08-07
MIDO,719,39.0,,91.9,25.8,,,6.43,,50.0,,2016-08-07
MIDO,801,43.0,,89.2,25.3,0.4,,7.56,28.1,0.0,,2016-08-07
MIDO,802,41.0,18.0,86.6,2.93,,,7.51,23.9,0.0,,2016-08-07
MIDO,825,41.5,,74.2,4.59,,,7.26,22.3,60.0,,2016-08-07
MIDO,826,38.0,,85.6,3.59,,,7.29,23.1,95.0,,2016-08-07
NORO,108,36.0,,65.7,3.62,,,7.44,22.4,,,2016-08-07
NORO,114,46.0,,73.9,44.0,,,7.28,26.2,,,2016-08-07
NORO,401,42.0,,62.5,9.61,,,6.8,27.0,135.0,,2016-08-07
NORO,501,48.0,,,,,,,24.6,,,2016-08-07
NORO,503,,10.0,72.6,8.1,,,7.62,24.9,260.0,,2016-08-07
NORO,510,,,68.3,70.0,,,7.5,27.0,,,2016-08-07
NORO,511,46.0,,57.7,5.33,,,7.4,24.1,,,2016-08-07
NORO,514,45.0,,75.6,5.13,,,7.43,25.9,110.0,,2016-08-07
NORO,520,44.0,,151.0,3.91,,,7.01,25.2,,,2016-08-07
NORO,527,38.0,,156.1,2.6,,,7.24,24.5,,,2016-08-07
BICO,101,46.0,,188.0,2.76,,,6.63,13.0,,,2016-11-06
BICO,201,44.5,22.0,53.3,3.78,,0.7,7.23,13.2,,,2016-11-06
MIDO,101,38.0,,44.9,1.4,,,6.72,11.7,,,2016-11-06
MIDO,103,,,135.1,16.1,,,6.56,,,,2016-11-06
MIDO,301,39.0,11.0,38.7,3.46,,0.5,6.69,12.1,160.0,,2016-11-06
MIDO,305,21.0,,51.7,2.81,,,6.71,13.2,,,2016-11-06
MIDO,505,53.0,,56.9,5.12,,,6.47,12.3,,,2016-11-06
MIDO,507,37.0,,41.3,3.94,,0.9,6.92,12.9,,,2016-11-06
MIDO,509,42.0,,104.3,11.6,,,6.49,16.3,,,2016-11-06
MIDO,511,33.0,,62.3,2.89,,,6.47,15.7,,,2016-11-06
MIDO,515,44.0,,66.0,5.82,,,6.41,14.3,,,2016-11-06
MIDO,601,44.0,4.0,64.7,2.77,,,6.47,12.6,,,2016-11-06
MIDO,604,35.0,,52.1,2.97,,0.5,6.83,12.3,,,2016-11-06
MIDO,605,39.0,,50.2,,,,6.6,13.9,,,2016-11-06
MIDO,606,23.0,,49.3,1.62,,,6.6,12.6,,,2016-11-06
MIDO,608,36.0,,49.2,3.04,,0.6,6.75,12.9,,,2016-11-06
MIDO,609,49.0,,66.2,2.34,,,6.66,12.9,,,2016-11-06
MIDO,610,42.0,,50.3,8.49,,,6.7,12.6,,,2016-11-06
MIDO,611,33.0,,113.7,15.3,,,6.49,14.8,,,2016-11-06
MIDO,612,53.0,,53.5,2.02,,,6.67,12.7,,,2016-11-06
MIDO,614,44.0,,55.6,4.97,,,7.75,,,,2016-11-06
MIDO,616,42.0,,67.4,1.52,,0.9,6.86,12.9,,,2016-11-06
MIDO,617,44.0,,71.5,9.37,,,6.6,13.7,,,2016-11-06
MIDO,704,43.0,17.0,110.2,5.73,,,6.52,14.0,40.0,,2016-11-06
MIDO,706,46.0,28.0,58.0,11.6,,,6.59,12.7,0.0,,2016-11-06
MIDO,707,,,253.6,1.74,,,6.71,,225.0,,2016-11-06
MIDO,708,,36.0,128.9,1.63,,,6.45,15.2,740.0,,2016-11-06
MIDO,709,41.0,,67.8,2.27,,,6.63,12.7,,,2016-11-06
MIDO,712,36.0,,81.7,1.22,,,6.84,,,,2016-11-06
